Date,Time,value
26-Jan-17,08:00:00,1.18
26-Jan-17,16:00:00,1.18
27-Jan-17,08:00:00,1.18
27-Jan-17,16:00:00,1.19
28-Jan-17,08:00:00,1.19
28-Jan-17,16:00:00,1.19
29-Jan-17,08:00:00,1.19
29-Jan-17,16:00:00,1.19
30-Jan-17,08:00:00,1.19
30-Jan-17,16:00:00,1.17
31-Jan-17,08:00:00,1.17
31-Jan-17,16:00:00,1.18
01-Feb-17,08:00:00,1.18
01-Feb-17,16:00:00,1.18
02-Feb-17,08:00:00,1.17
02-Feb-17,16:00:00,1.17
03-Feb-17,08:00:00,1.17
03-Feb-17,16:00:00,1.17
04-Feb-17,08:00:00,1.17
04-Feb-17,16:00:00,1.17
05-Feb-17,08:00:00,1.17
05-Feb-17,16:00:00,1.17
06-Feb-17,08:00:00,1.17
06-Feb-17,16:00:00,1.18
07-Feb-17,08:00:00,1.18
07-Feb-17,16:00:00,1.18
08-Feb-17,08:00:00,1.18
08-Feb-17,16:00:00,1.18
09-Feb-17,08:00:00,1.18
09-Feb-17,16:00:00,1.18
10-Feb-17,08:00:00,1.18
10-Feb-17,16:00:00,1.18
11-Feb-17,08:00:00,1.18
11-Feb-17,16:00:00,1.18
12-Feb-17,08:00:00,1.18
12-Feb-17,16:00:00,1.18
13-Feb-17,08:00:00,1.18
13-Feb-17,16:00:00,1.18
14-Feb-17,08:00:00,1.18
14-Feb-17,16:00:00,1.18
15-Feb-17,08:00:00,1.18
15-Feb-17,16:00:00,1.18
16-Feb-17,08:00:00,1.18
16-Feb-17,16:00:00,1.18
17-Feb-17,08:00:00,1.18
17-Feb-17,16:00:00,1.18
18-Feb-17,08:00:00,1.18
18-Feb-17,16:00:00,1.18
19-Feb-17,08:00:00,1.18
19-Feb-17,16:00:00,1.18
20-Feb-17,08:00:00,1.17
20-Feb-17,16:00:00,1.17
21-Feb-17,08:00:00,1.17
21-Feb-17,16:00:00,1.17
22-Feb-17,08:00:00,1.18
22-Feb-17,16:00:00,1.18
23-Feb-17,08:00:00,1.19
23-Feb-17,16:00:00,1.19
24-Feb-17,08:00:00,1.2
24-Feb-17,16:00:00,1.2
25-Feb-17,08:00:00,1.19
25-Feb-17,16:00:00,1.19
26-Feb-17,08:00:00,1.2
26-Feb-17,16:00:00,1.22
27-Feb-17,08:00:00,1.23
27-Feb-17,16:00:00,1.24
28-Feb-17,08:00:00,1.25
28-Feb-17,16:00:00,1.25
01-Mar-17,08:00:00,1.25
01-Mar-17,16:00:00,1.24
02-Mar-17,08:00:00,1.24
02-Mar-17,16:00:00,1.23
03-Mar-17,08:00:00,1.23
03-Mar-17,16:00:00,1.23
04-Mar-17,08:00:00,1.22
04-Mar-17,16:00:00,1.22
05-Mar-17,08:00:00,1.22
05-Mar-17,16:00:00,1.21
06-Mar-17,08:00:00,1.21
06-Mar-17,16:00:00,1.21
07-Mar-17,08:00:00,1.23
07-Mar-17,16:00:00,1.24
08-Mar-17,08:00:00,1.24
08-Mar-17,16:00:00,1.25
09-Mar-17,08:00:00,1.24
09-Mar-17,16:00:00,1.23
10-Mar-17,08:00:00,1.22
10-Mar-17,16:00:00,1.22
11-Mar-17,08:00:00,1.22
11-Mar-17,16:00:00,1.22
12-Mar-17,08:00:00,1.21
12-Mar-17,16:00:00,1.21
13-Mar-17,08:00:00,1.2
13-Mar-17,16:00:00,1.2
14-Mar-17,08:00:00,1.2
14-Mar-17,16:00:00,1.2
15-Mar-17,08:00:00,1.2
15-Mar-17,16:00:00,1.2
16-Mar-17,08:00:00,1.2
16-Mar-17,16:00:00,1.2
17-Mar-17,08:00:00,1.2
17-Mar-17,16:00:00,1.2
18-Mar-17,08:00:00,1.21
18-Mar-17,16:00:00,1.21
19-Mar-17,08:00:00,1.22
19-Mar-17,16:00:00,1.22
20-Mar-17,08:00:00,1.22
20-Mar-17,16:00:00,1.22
21-Mar-17,08:00:00,1.23
21-Mar-17,16:00:00,1.23
22-Mar-17,08:00:00,1.23
22-Mar-17,16:00:00,1.23
23-Mar-17,08:00:00,1.23
23-Mar-17,16:00:00,1.23
24-Mar-17,08:00:00,1.23
24-Mar-17,16:00:00,1.24
25-Mar-17,08:00:00,1.24
25-Mar-17,16:00:00,1.24
26-Mar-17,08:00:00,1.25
26-Mar-17,16:00:00,1.25
27-Mar-17,08:00:00,1.25
27-Mar-17,16:00:00,1.25
28-Mar-17,08:00:00,1.26
28-Mar-17,16:00:00,1.26
29-Mar-17,08:00:00,1.26
29-Mar-17,16:00:00,1.26
30-Mar-17,08:00:00,1.27
30-Mar-17,16:00:00,1.27
31-Mar-17,08:00:00,1.27
31-Mar-17,16:00:00,
01-Apr-17,08:00:00,1.27
01-Apr-17,16:00:00,1.27
02-Apr-17,08:00:00,1.26
02-Apr-17,16:00:00,1.26
03-Apr-17,08:00:00,1.26
03-Apr-17,16:00:00,1.25
04-Apr-17,08:00:00,1.25
04-Apr-17,16:00:00,1.25
05-Apr-17,08:00:00,1.25
05-Apr-17,16:00:00,1.24
06-Apr-17,08:00:00,1.24
06-Apr-17,16:00:00,1.24
07-Apr-17,08:00:00,1.24
07-Apr-17,16:00:00,1.24
08-Apr-17,08:00:00,1.24
08-Apr-17,16:00:00,1.23
09-Apr-17,08:00:00,1.24
09-Apr-17,16:00:00,1.24
10-Apr-17,08:00:00,1.24
10-Apr-17,16:00:00,1.24
11-Apr-17,08:00:00,1.24
11-Apr-17,16:00:00,1.24
12-Apr-17,08:00:00,1.24
12-Apr-17,16:00:00,1.24
13-Apr-17,08:00:00,1.24
13-Apr-17,16:00:00,1.24
14-Apr-17,08:00:00,1.24
14-Apr-17,16:00:00,1.24
15-Apr-17,08:00:00,1.24
15-Apr-17,16:00:00,1.24
16-Apr-17,08:00:00,1.23
16-Apr-17,16:00:00,1.23
17-Apr-17,08:00:00,1.22
17-Apr-17,16:00:00,1.22
18-Apr-17,08:00:00,1.22
18-Apr-17,16:00:00,1.22
19-Apr-17,08:00:00,1.23
19-Apr-17,16:00:00,1.23
20-Apr-17,08:00:00,1.23
20-Apr-17,16:00:00,1.23
21-Apr-17,08:00:00,1.22
21-Apr-17,16:00:00,1.22
22-Apr-17,08:00:00,1.22
22-Apr-17,16:00:00,1.22
23-Apr-17,08:00:00,1.23
23-Apr-17,16:00:00,1.23
24-Apr-17,08:00:00,1.23
24-Apr-17,16:00:00,1.24
25-Apr-17,08:00:00,1.24
25-Apr-17,16:00:00,1.24
26-Apr-17,08:00:00,1.24
26-Apr-17,16:00:00,1.25
27-Apr-17,08:00:00,1.25
27-Apr-17,16:00:00,1.25
28-Apr-17,08:00:00,1.26
28-Apr-17,16:00:00,1.26
29-Apr-17,08:00:00,1.26
29-Apr-17,16:00:00,1.26
30-Apr-17,08:00:00,1.27
30-Apr-17,16:00:00,1.27
01-May-17,08:00:00,1.27
01-May-17,16:00:00,1.27
02-May-17,08:00:00,1.27
02-May-17,16:00:00,1.28
03-May-17,08:00:00,1.28
03-May-17,16:00:00,1.28
04-May-17,08:00:00,1.29
04-May-17,16:00:00,1.29
05-May-17,08:00:00,1.29
05-May-17,16:00:00,1.3
06-May-17,08:00:00,1.3
06-May-17,16:00:00,1.31
07-May-17,08:00:00,1.31
07-May-17,16:00:00,1.31
08-May-17,08:00:00,1.33
08-May-17,16:00:00,1.33
09-May-17,08:00:00,1.34
09-May-17,16:00:00,1.34
10-May-17,08:00:00,1.34
10-May-17,16:00:00,1.34
11-May-17,08:00:00,1.35
11-May-17,16:00:00,1.35
12-May-17,08:00:00,1.35
12-May-17,16:00:00,1.35
13-May-17,08:00:00,1.35
13-May-17,16:00:00,1.36
14-May-17,08:00:00,1.37
14-May-17,16:00:00,1.37
15-May-17,08:00:00,1.37
15-May-17,16:00:00,1.43
16-May-17,08:00:00,1.36
16-May-17,16:00:00,1.36
17-May-17,08:00:00,1.35
17-May-17,16:00:00,1.35
18-May-17,08:00:00,1.36
18-May-17,16:00:00,1.36
19-May-17,08:00:00,1.37
19-May-17,16:00:00,1.39
20-May-17,08:00:00,1.38
20-May-17,16:00:00,1.38
21-May-17,08:00:00,1.37
21-May-17,16:00:00,1.37
22-May-17,08:00:00,1.36
22-May-17,16:00:00,1.36
23-May-17,08:00:00,1.36
23-May-17,16:00:00,1.35
24-May-17,08:00:00,1.35
24-May-17,16:00:00,1.33
25-May-17,08:00:00,1.33
25-May-17,16:00:00,1.32
26-May-17,08:00:00,1.31
26-May-17,16:00:00,1.31
27-May-17,08:00:00,1.31
27-May-17,16:00:00,1.3
28-May-17,08:00:00,1.3
28-May-17,16:00:00,1.3
29-May-17,08:00:00,1.3
29-May-17,16:00:00,1.29
30-May-17,08:00:00,1.29
30-May-17,16:00:00,1.29
31-May-17,08:00:00,1.29
31-May-17,16:00:00,1.28
01-Jun-17,08:00:00,1.28
01-Jun-17,16:00:00,1.28
02-Jun-17,08:00:00,1.29
02-Jun-17,16:00:00,1.29
03-Jun-17,08:00:00,1.3
03-Jun-17,16:00:00,1.31
04-Jun-17,08:00:00,1.31
04-Jun-17,16:00:00,1.32
05-Jun-17,08:00:00,1.32
05-Jun-17,16:00:00,1.32
06-Jun-17,08:00:00,1.31
06-Jun-17,16:00:00,1.3
07-Jun-17,08:00:00,1.3
07-Jun-17,16:00:00,1.29
08-Jun-17,08:00:00,1.29
08-Jun-17,16:00:00,1.29
09-Jun-17,08:00:00,1.28
09-Jun-17,16:00:00,1.27
10-Jun-17,08:00:00,1.26
10-Jun-17,16:00:00,1.25
11-Jun-17,08:00:00,1.24
11-Jun-17,16:00:00,1.24
12-Jun-17,08:00:00,1.23
12-Jun-17,16:00:00,1.23
13-Jun-17,08:00:00,1.23
13-Jun-17,16:00:00,1.23
14-Jun-17,08:00:00,1.22
14-Jun-17,16:00:00,1.22
15-Jun-17,08:00:00,1.22
15-Jun-17,16:00:00,1.23
16-Jun-17,08:00:00,1.22
16-Jun-17,16:00:00,1.23
17-Jun-17,08:00:00,1.23
17-Jun-17,16:00:00,1.23
18-Jun-17,08:00:00,1.24
18-Jun-17,16:00:00,1.24
19-Jun-17,08:00:00,1.24
19-Jun-17,16:00:00,1.24
20-Jun-17,08:00:00,1.24
20-Jun-17,16:00:00,1.24
21-Jun-17,08:00:00,1.23
21-Jun-17,16:00:00,1.23
22-Jun-17,08:00:00,1.23
22-Jun-17,16:00:00,1.24
23-Jun-17,08:00:00,1.24
23-Jun-17,16:00:00,1.24
24-Jun-17,08:00:00,1.24
24-Jun-17,16:00:00,1.24
25-Jun-17,08:00:00,1.24
25-Jun-17,16:00:00,1.24
26-Jun-17,08:00:00,1.25
26-Jun-17,16:00:00,1.25
27-Jun-17,08:00:00,1.25
27-Jun-17,16:00:00,1.26
28-Jun-17,08:00:00,1.24
28-Jun-17,16:00:00,1.24
29-Jun-17,08:00:00,1.24
29-Jun-17,16:00:00,1.24
30-Jun-17,08:00:00,1.23
30-Jun-17,16:00:00,1.23
01-Jul-17,08:00:00,1.23
01-Jul-17,16:00:00,1.23
02-Jul-17,08:00:00,1.22
02-Jul-17,16:00:00,1.22
03-Jul-17,08:00:00,1.22
03-Jul-17,16:00:00,1.22
04-Jul-17,08:00:00,1.22
04-Jul-17,16:00:00,1.22
05-Jul-17,08:00:00,1.23
05-Jul-17,16:00:00,1.23
06-Jul-17,08:00:00,1.23
06-Jul-17,16:00:00,1.23
07-Jul-17,08:00:00,1.23
07-Jul-17,16:00:00,1.23
08-Jul-17,08:00:00,1.23
08-Jul-17,16:00:00,1.23
09-Jul-17,08:00:00,1.23
09-Jul-17,16:00:00,1.23
10-Jul-17,08:00:00,1.23
10-Jul-17,16:00:00,1.23
11-Jul-17,08:00:00,1.22
11-Jul-17,16:00:00,1.22
12-Jul-17,08:00:00,1.22
12-Jul-17,16:00:00,1.22
13-Jul-17,08:00:00,1.22
13-Jul-17,16:00:00,1.22
14-Jul-17,08:00:00,1.23
14-Jul-17,16:00:00,1.23
15-Jul-17,08:00:00,1.23
15-Jul-17,16:00:00,1.23
16-Jul-17,08:00:00,1.23
16-Jul-17,16:00:00,1.23
17-Jul-17,08:00:00,1.23
17-Jul-17,16:00:00,1.23
18-Jul-17,08:00:00,1.23
18-Jul-17,16:00:00,1.23
19-Jul-17,08:00:00,1.23
19-Jul-17,16:00:00,1.23
20-Jul-17,08:00:00,1.23
20-Jul-17,16:00:00,1.23
21-Jul-17,08:00:00,1.22
21-Jul-17,16:00:00,1.22
22-Jul-17,08:00:00,1.22
22-Jul-17,16:00:00,1.22
23-Jul-17,08:00:00,1.22
23-Jul-17,16:00:00,1.22
24-Jul-17,08:00:00,1.22
24-Jul-17,16:00:00,1.23
25-Jul-17,08:00:00,1.23
25-Jul-17,16:00:00,1.23
26-Jul-17,08:00:00,1.23
26-Jul-17,16:00:00,1.23
27-Jul-17,08:00:00,1.24
27-Jul-17,16:00:00,1.24
28-Jul-17,08:00:00,1.24
28-Jul-17,16:00:00,1.24
29-Jul-17,08:00:00,1.24
29-Jul-17,16:00:00,1.24
30-Jul-17,08:00:00,1.24
30-Jul-17,16:00:00,1.24
31-Jul-17,08:00:00,1.24
31-Jul-17,16:00:00,1.24
01-Aug-17,08:00:00,1.24
01-Aug-17,16:00:00,1.24
02-Aug-17,08:00:00,1.24
02-Aug-17,16:00:00,1.24
03-Aug-17,08:00:00,1.23
03-Aug-17,16:00:00,1.23
04-Aug-17,08:00:00,1.23
04-Aug-17,16:00:00,1.23
05-Aug-17,08:00:00,1.23
05-Aug-17,16:00:00,1.24
06-Aug-17,08:00:00,1.24
06-Aug-17,16:00:00,1.24
07-Aug-17,08:00:00,1.25
07-Aug-17,16:00:00,1.25
08-Aug-17,08:00:00,1.26
08-Aug-17,16:00:00,1.26
09-Aug-17,08:00:00,1.27
09-Aug-17,16:00:00,1.27
10-Aug-17,08:00:00,1.28
10-Aug-17,16:00:00,1.29
11-Aug-17,08:00:00,1.29
11-Aug-17,16:00:00,1.29
12-Aug-17,08:00:00,1.29
12-Aug-17,16:00:00,1.29
13-Aug-17,08:00:00,1.29
13-Aug-17,16:00:00,1.3
14-Aug-17,08:00:00,1.3
14-Aug-17,16:00:00,1.3
15-Aug-17,08:00:00,1.3
15-Aug-17,16:00:00,1.31
16-Aug-17,08:00:00,1.31
16-Aug-17,16:00:00,1.31
17-Aug-17,08:00:00,1.32
17-Aug-17,16:00:00,1.32
18-Aug-17,08:00:00,1.31
18-Aug-17,16:00:00,1.31
19-Aug-17,08:00:00,1.3
19-Aug-17,16:00:00,1.29
20-Aug-17,08:00:00,1.29
20-Aug-17,16:00:00,1.29
21-Aug-17,08:00:00,1.28
21-Aug-17,16:00:00,1.27
22-Aug-17,08:00:00,1.26
22-Aug-17,16:00:00,1.26
23-Aug-17,08:00:00,1.26
23-Aug-17,16:00:00,1.25
24-Aug-17,08:00:00,1.25
24-Aug-17,16:00:00,1.25
25-Aug-17,08:00:00,1.25
25-Aug-17,16:00:00,1.24
26-Aug-17,08:00:00,1.24
26-Aug-17,16:00:00,1.24
27-Aug-17,08:00:00,1.25
27-Aug-17,16:00:00,1.25
28-Aug-17,08:00:00,1.26
28-Aug-17,16:00:00,1.26
29-Aug-17,08:00:00,1.26
29-Aug-17,16:00:00,1.26
30-Aug-17,08:00:00,1.26
30-Aug-17,16:00:00,1.26
31-Aug-17,08:00:00,1.26
31-Aug-17,16:00:00,1.26
01-Sep-17,08:00:00,1.26
01-Sep-17,16:00:00,1.27
02-Sep-17,08:00:00,1.27
02-Sep-17,16:00:00,1.27
03-Sep-17,08:00:00,1.27
03-Sep-17,16:00:00,1.26
04-Sep-17,08:00:00,1.26
04-Sep-17,16:00:00,1.26
05-Sep-17,08:00:00,1.25
05-Sep-17,16:00:00,1.25
06-Sep-17,08:00:00,1.25
06-Sep-17,16:00:00,1.25
07-Sep-17,08:00:00,1.25
07-Sep-17,16:00:00,1.24
08-Sep-17,08:00:00,1.24
08-Sep-17,16:00:00,1.25
09-Sep-17,08:00:00,1.25
09-Sep-17,16:00:00,1.25
10-Sep-17,08:00:00,1.26
10-Sep-17,16:00:00,1.26
11-Sep-17,08:00:00,1.27
11-Sep-17,16:00:00,1.27
12-Sep-17,08:00:00,1.28
12-Sep-17,16:00:00,1.28
13-Sep-17,08:00:00,1.29
13-Sep-17,16:00:00,1.29
14-Sep-17,08:00:00,1.29
14-Sep-17,16:00:00,1.29
15-Sep-17,08:00:00,1.29
15-Sep-17,16:00:00,1.29
16-Sep-17,08:00:00,1.29
16-Sep-17,16:00:00,1.3
17-Sep-17,08:00:00,1.3
17-Sep-17,16:00:00,1.3
18-Sep-17,08:00:00,1.3
18-Sep-17,16:00:00,1.31
19-Sep-17,08:00:00,1.31
19-Sep-17,16:00:00,1.31
20-Sep-17,08:00:00,1.32
20-Sep-17,16:00:00,1.32
21-Sep-17,08:00:00,1.33
21-Sep-17,16:00:00,1.33
22-Sep-17,08:00:00,1.34
22-Sep-17,16:00:00,1.34
23-Sep-17,08:00:00,1.35
23-Sep-17,16:00:00,1.35
24-Sep-17,08:00:00,1.36
24-Sep-17,16:00:00,1.36
25-Sep-17,08:00:00,1.37
25-Sep-17,16:00:00,1.37
26-Sep-17,08:00:00,1.37
26-Sep-17,16:00:00,
27-Sep-17,08:00:00,
27-Sep-17,16:00:00,
28-Sep-17,08:00:00,1.39
28-Sep-17,16:00:00,1.39
29-Sep-17,08:00:00,1.39
29-Sep-17,16:00:00,1.4
30-Sep-17,08:00:00,1.4
30-Sep-17,16:00:00,1.41
01-Oct-17,08:00:00,1.37
01-Oct-17,16:00:00,1.37
02-Oct-17,08:00:00,1.37
02-Oct-17,16:00:00,1.38
03-Oct-17,08:00:00,1.38
03-Oct-17,16:00:00,1.39
04-Oct-17,08:00:00,1.39
04-Oct-17,16:00:00,1.39
05-Oct-17,08:00:00,1.4
05-Oct-17,16:00:00,1.4
06-Oct-17,08:00:00,1.41
06-Oct-17,16:00:00,1.42
07-Oct-17,08:00:00,1.43
07-Oct-17,16:00:00,1.43
08-Oct-17,08:00:00,1.44
08-Oct-17,16:00:00,1.44
09-Oct-17,08:00:00,1.44
09-Oct-17,16:00:00,1.43
10-Oct-17,08:00:00,1.43
10-Oct-17,16:00:00,1.42
11-Oct-17,08:00:00,1.42
11-Oct-17,16:00:00,1.41
12-Oct-17,08:00:00,1.41
12-Oct-17,16:00:00,1.41
13-Oct-17,08:00:00,1.41
13-Oct-17,16:00:00,1.41
14-Oct-17,08:00:00,1.42
14-Oct-17,16:00:00,1.43
15-Oct-17,08:00:00,1.44
15-Oct-17,16:00:00,1.45
16-Oct-17,08:00:00,1.44
16-Oct-17,16:00:00,1.43
17-Oct-17,08:00:00,1.43
17-Oct-17,16:00:00,1.42
18-Oct-17,08:00:00,1.41
18-Oct-17,16:00:00,1.4
19-Oct-17,08:00:00,1.4
19-Oct-17,16:00:00,1.39
20-Oct-17,08:00:00,1.38
20-Oct-17,16:00:00,1.37
21-Oct-17,08:00:00,1.36
21-Oct-17,16:00:00,1.35
22-Oct-17,08:00:00,1.35
22-Oct-17,16:00:00,1.34
23-Oct-17,08:00:00,1.33
23-Oct-17,16:00:00,1.33
24-Oct-17,08:00:00,1.32
24-Oct-17,16:00:00,1.32
25-Oct-17,08:00:00,1.31
25-Oct-17,16:00:00,1.31
26-Oct-17,08:00:00,1.3
26-Oct-17,16:00:00,1.3
27-Oct-17,08:00:00,1.3
27-Oct-17,16:00:00,1.3
28-Oct-17,08:00:00,1.3
28-Oct-17,16:00:00,1.3
29-Oct-17,08:00:00,1.3
29-Oct-17,16:00:00,1.29
30-Oct-17,08:00:00,1.29
30-Oct-17,16:00:00,1.29
31-Oct-17,08:00:00,1.28
31-Oct-17,16:00:00,1.28
01-Nov-17,08:00:00,
01-Nov-17,16:00:00,
02-Nov-17,08:00:00,
02-Nov-17,16:00:00,
03-Nov-17,08:00:00,
03-Nov-17,16:00:00,
04-Nov-17,08:00:00,
04-Nov-17,16:00:00,
05-Nov-17,08:00:00,
05-Nov-17,16:00:00,
06-Nov-17,08:00:00,
06-Nov-17,16:00:00,
07-Nov-17,08:00:00,
07-Nov-17,16:00:00,
08-Nov-17,08:00:00,
08-Nov-17,16:00:00,
09-Nov-17,08:00:00,
09-Nov-17,16:00:00,
10-Nov-17,08:00:00,
10-Nov-17,16:00:00,
11-Nov-17,08:00:00,
11-Nov-17,16:00:00,
12-Nov-17,08:00:00,
12-Nov-17,16:00:00,
13-Nov-17,08:00:00,
13-Nov-17,16:00:00,
14-Nov-17,08:00:00,
14-Nov-17,16:00:00,
15-Nov-17,08:00:00,
15-Nov-17,16:00:00,
16-Nov-17,08:00:00,
16-Nov-17,16:00:00,
17-Nov-17,08:00:00,
17-Nov-17,16:00:00,
18-Nov-17,08:00:00,
18-Nov-17,16:00:00,
19-Nov-17,08:00:00,
19-Nov-17,16:00:00,
20-Nov-17,08:00:00,
20-Nov-17,16:00:00,
21-Nov-17,08:00:00,
21-Nov-17,16:00:00,
22-Nov-17,08:00:00,
22-Nov-17,16:00:00,
23-Nov-17,08:00:00,
23-Nov-17,16:00:00,
24-Nov-17,08:00:00,
24-Nov-17,16:00:00,
25-Nov-17,08:00:00,
25-Nov-17,16:00:00,
26-Nov-17,08:00:00,
26-Nov-17,16:00:00,
27-Nov-17,08:00:00,
27-Nov-17,16:00:00,
28-Nov-17,08:00:00,
28-Nov-17,16:00:00,
29-Nov-17,08:00:00,
29-Nov-17,16:00:00,
30-Nov-17,08:00:00,
30-Nov-17,16:00:00,
01-Dec-17,08:00:00,
01-Dec-17,16:00:00,
02-Dec-17,08:00:00,
02-Dec-17,16:00:00,
03-Dec-17,08:00:00,
03-Dec-17,16:00:00,
04-Dec-17,08:00:00,
04-Dec-17,16:00:00,
05-Dec-17,08:00:00,
05-Dec-17,16:00:00,
06-Dec-17,08:00:00,
06-Dec-17,16:00:00,
07-Dec-17,08:00:00,
07-Dec-17,16:00:00,
08-Dec-17,08:00:00,
08-Dec-17,16:00:00,
09-Dec-17,08:00:00,
09-Dec-17,16:00:00,
10-Dec-17,08:00:00,
10-Dec-17,16:00:00,
11-Dec-17,08:00:00,
11-Dec-17,16:00:00,
12-Dec-17,08:00:00,
12-Dec-17,16:00:00,
13-Dec-17,08:00:00,
13-Dec-17,16:00:00,
14-Dec-17,08:00:00,
14-Dec-17,16:00:00,
15-Dec-17,08:00:00,
15-Dec-17,16:00:00,
16-Dec-17,08:00:00,
16-Dec-17,16:00:00,
17-Dec-17,08:00:00,
17-Dec-17,16:00:00,
18-Dec-17,08:00:00,
18-Dec-17,16:00:00,
19-Dec-17,08:00:00,
19-Dec-17,16:00:00,
20-Dec-17,08:00:00,
20-Dec-17,16:00:00,
21-Dec-17,08:00:00,
21-Dec-17,16:00:00,
22-Dec-17,08:00:00,
22-Dec-17,16:00:00,
23-Dec-17,08:00:00,
23-Dec-17,16:00:00,
24-Dec-17,08:00:00,
24-Dec-17,16:00:00,
25-Dec-17,08:00:00,
25-Dec-17,16:00:00,
26-Dec-17,08:00:00,
26-Dec-17,16:00:00,
27-Dec-17,08:00:00,
27-Dec-17,16:00:00,
28-Dec-17,08:00:00,
28-Dec-17,16:00:00,
29-Dec-17,08:00:00,
29-Dec-17,16:00:00,
30-Dec-17,08:00:00,
30-Dec-17,16:00:00,
31-Dec-17,08:00:00,
31-Dec-17,16:00:00,
